show_id,creator_id
2919,317
64254,962
64254,963
94154,964
46883,965
46883,966
46883,967
97173,170
82565,968
82565,969
82565,970
155,337
155,338
113367,971
101881,972
71340,231
4879,205
2345,973
2345,974
19092,231
19092,653
64394,58
1720,539
4454,975
4454,976
4331,977
82428,978
64439,979
64439,980
3611,981
86428,982
86428,983
135340,984
648,519
365,985
365,986
365,359
73157,548
73157,987
73157,988
68467,989
97645,29
97645,990
3750,47
135157,874
135157,875
135157,991
33001,992
33001,993
54583,285
668,994
668,995
668,996
7821,235
688,830
100333,997
100333,998
118357,227
103516,145
103516,174
103516,999
1457,1000
61068,1001
59659,1002
59659,1003
4386,1004
4386,1005
4386,1006
32605,402
97219,1007
9957,1008
9957,1009
9957,1010
61662,1011
61662,1012
98161,1013
98161,1014
9045,123
78903,1015
82001,1016
61599,591
1848,1017
108284,1018
79026,1019
116386,1020
4624,1021
92983,746
92983,1022
2692,1023
2692,1024
66025,1025
77532,1026
66676,1027
66676,1028
269,1029
7246,371
7246,372
7246,1030
99626,1031
33025,1032
77341,1033
77341,1034
46080,1035
4324,1036
93392,1037
504,1038
2362,425
2362,426
4184,599
99310,1039
14956,104
44606,1040
44606,1041
44606,1042
7695,1043
7695,1044
7695,1045
7695,1046
1649,1047
1649,1048
3868,1049
61387,1050
46922,268
46922,269
46922,270
46922,271
79611,1051
79611,1052
79611,563
84231,1053
91875,1054
91875,1055
16961,111
2119,189
2407,1056
2407,1057
102085,1058
102085,1059
61929,1060
32895,1061
2566,179
83478,1062
83478,388
66008,1063
1712,1064
1712,1065
1712,1066
2022,1067
33852,937
87083,1068
1018,1069
112162,1070
112162,1071
4515,1072
1401,1073
1401,1074
68202,1075
58811,150
58811,1076
61014,1077
61014,1078
73987,1079
98178,696
98178,201
98178,202
90630,1080
99799,1081
15826,1082
18341,1083
745,1084
745,1085
745,1086
118956,1087
1719,1088
1719,443
58710,669
15632,74
15632,1089
15632,1090
1667,1091
1667,1092
88989,331
88989,1093
96608,1094
72597,1095
72597,1096
72597,1097
111119,1098
32910,174
32910,175
32910,1067
32910,1099
123566,1100
64387,1101
64387,1102
64387,1103
67166,1104
67166,1105
59375,1106
59375,1107
46849,1108
32868,646
39525,1109
39525,1110
2530,371
2530,372
1663,519
1663,1111
21641,1112
21641,1113
83103,1114
61838,1115
1908,1116
44807,1117
1759,1118
1759,1119
1759,1120
9907,1121
288,1122
288,1123
2429,714
2429,1124
39859,711
72339,1125
72339,1126
12961,527
2617,1127
2617,1128
185,1129
17035,206
2947,1130
58928,1129
58928,1131
113962,227
70513,1132
70513,1133
70513,1134
3793,1135
19654,123
60930,570
31941,1136
31941,1137
19253,851
92137,1138
92137,1139
92137,1140
109470,1141
14658,1142
14658,1143
73944,725
1567,1144
85273,1145
85273,1146
4455,1147
4455,1148
1835,1149
45666,230
64757,1150
18712,1151
97441,1152
97441,1153
46671,1154
31387,809
31387,1155
13943,304
93808,1156
9027,50
105797,249
111838,1157
111838,1158
111838,1159
124124,1160
95171,1161
84469,705
4414,1162
2171,1163
2423,1164
326,1165
326,1166
154385,1167
5639,179
578,1168
578,1169
39518,1170
39518,1171
1664,1172
1664,1173
1664,1174
95259,1175
66840,1176
66840,1177
3122,228
3122,1178
3122,336
71809,1179
99935,1180
99935,1181
99935,1182
99121,1183
61463,1184
61463,1185
110529,1186
110529,1187
110529,1188
4035,1189
4035,1190
4035,1191
60637,1192
93784,1193
93784,1194
93784,1195
93784,1196
93784,1197
93784,1198
93784,1199
93784,1200
93784,1201
93784,1202
93784,1203
93784,1204
93784,1205
93784,1206
93784,1207
93784,1208
93784,1209
93784,1210
14009,1211
69346,1212
32118,268
32118,269
32118,270
32118,271
4606,1213
2432,1214
7072,1215
103847,1216
877,150
877,1217
877,1218
59186,1219
59186,1220
59186,1221
59186,1222
105590,235
88713,1223
88713,1224
88713,1225
88713,1226
67384,331
67384,1227
43982,623
94372,1228
32729,13
32729,1229
14853,1230
42282,1231
484,757
484,758
484,1232
79130,1233
108261,1234
108261,1235
82728,1236
71694,1237
71694,1238
71694,1239
85404,991
713,1240
713,1241
734,189
734,321
34109,1242
63522,1243
63522,1244
2693,91
2693,92
96658,1245
58937,1246
77459,1247
70573,1248
70573,1249
92433,599
7482,591
7482,1250
70865,1251
198102,1252
198102,215
103026,1253
103026,1254
100074,1255
33234,1256
103787,1257
103787,1258
63647,982
815,1259
815,529
815,1260
96716,1261
96716,331
96716,463
4625,299
4625,1262
16946,1263
33987,668
111837,1264
33873,1265
103992,1266
2777,1267
1430,1268
133727,1269
133727,1270
133727,1271
83135,545
83135,561
83135,1272
83135,342
84052,1273
84052,1108
84052,1274
100963,1275
100963,1276
4232,425
4232,426
81292,1277
84503,223
6024,1278
6024,1279
6024,1280
128876,1281
17149,1282
4376,189
931,1283
2604,1284
68427,1285
68427,1286
83685,366
114461,541
116989,1287
90766,1288
35527,1289
35527,1290
35527,1291
35527,1292
35527,1293
120452,411
120452,412
119988,1294
119988,1295
1998,888
9302,1296
90823,1297
90823,314
90823,1298
90823,1299
90823,1300
2706,794
66579,1301
79588,97
135918,1302
65329,1303
4601,96
46638,1304
46638,1305
98214,1306
90811,1130
2742,812
2742,1307
2742,1308
73117,1309
73117,1310
37664,1311
103411,1312
103411,1313
103411,1314
65817,1315
65817,206
48860,13
48860,176
48860,31
196454,19
1678,1316
49009,1317
4575,1318
61986,1319
61986,1320
61986,1321
43,1322
43,1323
104157,1324
104157,1325
85833,1287
1739,1326
1739,1327
81983,1328
81983,1329
13579,1330
13579,1331
3172,19
397,1332
397,1333
83247,1334
83247,1335
80825,1336
98187,1337
66329,1338
71731,285
72755,1339
72755,1340
68799,522
7869,1341
7869,1342
6005,690
6005,691
4656,1253
120462,1343
219,1344
219,1345
89233,1346
46976,1347
46976,1348
46976,1349
156902,1350
1466,1351
1466,1352
128252,809
98201,1353
72548,1354
75209,466
96162,1355
58111,1356
81559,1357
81559,1358
154825,1359
154825,1360
154825,1361
39276,1362
39276,1363
2009,714
2009,716
85853,1364
85853,1365
6673,1366
134297,1367
60626,1368
114922,848
114922,1369
114922,546
64320,1370
46880,1371
46880,1372
91602,1373
39297,1374
129495,1375
129495,1376
63201,1375
63201,1377
84969,1378
60905,653
60905,1379
21631,25
132141,1380
4598,331
1570,1381
63646,1382
194583,1383
110695,639
90602,1384
61720,1385
77568,771
77568,1386
77568,1387
19125,1388
19566,1389
62917,1390
97951,1391
97951,227
958,1392
958,1393
61381,1394
62320,1395
62320,36
17463,1396
111616,1397
10268,1398
10268,1399
12568,111
4303,1400
4303,299
78122,776
78122,1401
43016,1402
43284,527
44914,1403
44914,1404
44914,1405
64199,1406
64199,11
39362,1407
65784,1233
94951,467
94951,1408
94951,1409
12504,1410
51370,1411
90257,1412
1480,331
1450,1413
1450,1414
99048,1415
95249,744
96481,1416
195670,872
81879,516
87539,8
87539,1417
32778,355
32778,1044
32778,1043
95603,1418
127571,356
127571,357
73925,1419
1813,363
1813,1420
115577,268
115577,269
115577,270
115577,271
2359,1421
2359,261
117030,1422
97890,375
61378,1423
114165,1424
33213,1425
418,697
63314,1426
79,1427
79,1428
79,1429
105213,1430
61244,1431
7704,293
7704,1432
66980,1433
66980,1434
66980,1435
93292,674
93292,1436
93292,1437
103786,1438
221300,83
111625,1439
66761,1440
66761,391
49157,1441
7831,62
3319,926
39510,192
101512,1442
101512,1443
101512,1444
61314,1445
61314,1446
657,1447
2397,1040
80335,1448
80335,68
80335,1449
60741,1450
60741,1451
42154,1452
97609,1453
64555,1062
64555,1454
64555,1455
73126,1456
73126,1457
95665,19
3470,1458
2719,56
61670,1459
61670,1460
42280,355
2410,1461
2410,1462
5028,123
62084,1463
62084,1464
112077,1185
82791,761
15114,1465
42350,1466
42350,1467
42350,1468
87050,47
87050,166
4459,1179
67861,1469
6549,1070
6549,1071
83050,1470
79593,267
79593,1471
67752,53
8624,1472
8624,1473
8624,1474
133086,1475
99509,1476
99509,1477
81747,30
88512,1478
109330,1479
93826,1480
39336,1481
39336,1482
83981,1483
39279,1484
764,1485
764,1486
39331,1487
70485,331
136322,1178
153411,1488
96571,253
64433,1489
7217,493
7217,494
100444,1490
44856,1491
44856,1492
81532,1493
62227,1494
104108,1495
104108,1496
94413,25
92053,518
10331,1497
89572,212
89572,1498
70540,1318
2685,1127
2685,1128
105849,1499
4385,1500
4385,1501
4385,1502
78670,1503
78670,88
32871,27
85948,990
89852,1504
89852,1505
89852,1506
134373,259
134373,1507
90972,636
33428,1508
53606,1509
53606,1510
53606,1511
4278,1285
4278,1512
113600,1513
43901,1514
43901,1515
70391,1516
70391,150
70391,1517
72350,1518
72350,1519
101591,1520
1068,690
1068,691
40290,1521
86340,181
86340,1522
63418,1523
35016,1524
35016,1525
4357,1526
634,1527
69158,1528
69158,868
69158,869
75123,874
75123,875
75123,1529
75123,1530
86686,1531
59941,1532
4551,1533
72,1534
32815,505
128010,1535
128010,1536
35339,1537
35339,1538
35339,1539
72615,1540
70128,1541
70128,1542
129478,1543
122623,1544
158916,528
61864,921
60685,1545
60685,1546
46619,1547
61335,1548
81290,16
3845,1549
18520,1550
75663,1551
75663,1552
21650,1553
21650,1554
41691,1555
67419,1556
24106,1557
79251,1558
79251,417
9343,1559
74081,1560
122530,1561
32608,1562
128095,1563
46616,1564
95205,248
95205,1565
2593,518
77567,1080
77567,1566
77567,1567
110637,1568
2973,1569
2973,982
2973,1570
19544,1571
114503,317
90,1572
90,1573
3016,400
61555,1574
61555,1575
2275,519
2275,1111
4330,131
64752,1576
60556,1577
67487,1578
114547,1579
66496,1580
66496,1581
15804,1582
15804,1583
61692,1487
2408,714
2408,716
86550,1584
99583,1585
34791,1586
34791,1587
203085,541
87428,251
111800,359
111800,360
100010,331
10821,1588
10821,1589
10821,1321
115645,1590
115645,1591
115645,1592
103505,1593
97754,1487
97754,1594
76122,1595
124271,1596
124271,1597
124271,1598
2188,1229
93693,1599
12786,1600
85385,1601
85385,1602
68006,1603
2416,1604
126725,1605
82515,1606
82515,1607
2985,332
2985,1608
99777,1609
553,1610
553,1611
76148,1612
35338,1613
35338,1614
35338,1615
129677,1616
72787,1617
2286,1618
2286,1619
3796,1620
108291,1621
1269,644
2263,1622
2263,1623
66894,350
36994,1624
36994,1625
36994,1626
36994,1627
36994,1628
36994,1629
122194,282
122194,283
122194,1630
61585,1631
502,1632
502,1633
85586,1634
103913,1635
103913,1636
103913,1637
93716,485
112166,1638
96346,1639
96346,1224
96346,1640
79340,1641
79340,1642
7354,1643
3461,16
124800,331
1310,1480
1795,1644
1795,1645
1795,1646
333,1647
113246,1648
12406,1649
114161,1593
114161,1650
114161,1651
83949,192
78950,1652
79048,1653
93454,1654
93454,1655
82369,1656
82369,1657
82369,1658
71673,1659
99356,1660
90755,1661
60804,1662
60804,1663
1921,1664
60557,1665
205442,528
205442,1666
205442,1667
205442,1668
1554,1669
10079,1670
10079,1671
32709,1672
70824,1673
70824,1384
87956,1674
87956,1675
103302,174
103302,999
79061,1676
79061,1677
128113,1678
128113,1679
71722,1054
167,324
167,1680
39957,1681
39957,1541
6547,599
91520,1682
91520,1683
41956,1684
119105,25
119105,1685
44549,1686
102904,1687
101918,1688
106754,1689
105904,509
210916,290
63770,1500
63770,1501
63770,1690
63770,1691
157744,227
90870,1692
90870,1693
70798,1694
102712,1673
102712,1695
102712,1696
87049,1665
66789,1697
66789,1698
87017,1699
76438,1700
76438,1701
46157,1702
95612,1703
127581,1183
127581,1704
57276,646
99489,1705
10160,1706
120734,1707
196614,111
42878,1708
13555,1709
67272,1710
72792,1094
62196,1711
58956,1712
76303,1713
76303,1714
85349,1715
66551,1716
66551,1717
18202,261
18202,1718
19588,1719
501,321
64852,1324
91425,1720
31078,1721
95215,1722
95215,1723
32415,1724
50035,1725
40403,922
4602,730
92209,1085
92209,1726
92209,1727
92209,1728
66082,1729
135864,1730
88408,892
38165,508
7537,1731
7537,1732
987,1733
987,1734
42368,1682
42368,1683
117378,1735
8514,1736
3797,1737
17638,1738
17638,1475
34014,91
44264,1739
107775,669
496,1421
129418,53
129418,1740
119279,546
32368,902
66023,844
88974,1741
43270,1742
500,1743
500,1744
126254,200
126254,1745
71146,1746
71146,1747
209167,1287
39468,1748
81318,1749
3579,1750
63441,1751
99807,1752
35894,1753
68814,1754
93265,1755
19997,1756
121710,56
1871,1757
1871,1758
478,1759
31631,1760
31631,1761
99610,1762
99610,1763
126164,1764
34376,3
34376,156
93394,1765
88166,1766
61811,282
61811,283
61811,284
65493,1024
65493,1767
127529,1768
100226,1769
100226,1770
100226,1771
100226,1772
100226,1773
100226,1774
100226,1775
4626,1776
4626,111
61744,1777
61744,1778
61744,1779
2389,1780
384,1781
99047,1338
99047,873
2730,1782
2730,1783
2730,1784
5303,1179
94167,1785
94167,1786
81114,1538
81114,1539
799,1787
91445,1788
114925,1789
95202,1790
62117,208
1069,690
1069,691
1069,697
1931,1791
1931,754
1931,1792
61398,1793
122066,346
32730,1794
93166,1795
89287,941
89287,942
89287,943
91725,195
10400,1796
2211,1797
2211,1798
1487,442
1487,1799
1487,1800
1487,1801
32209,1802
118924,1803
118924,1804
118924,1805
37632,1806
39793,1807
82328,1808
95599,1809
95599,1810
99654,1811
9156,1389
66310,1812
33841,832
116799,331
106238,1813
42272,1814
380,1815
380,1816
37678,1706
37678,1817
44169,1328
44169,1329
36581,1818
5273,1819
73265,668
35279,1820
35279,1821
87944,1822
107171,560
3902,1823
99335,1824
1472,1825
1472,1826
1472,1827
50628,1523
75666,1828
75666,1829
2808,1830
2808,1831
8880,1832
25760,1833
25760,1834
105113,1835
105113,1836
105113,1837
130,714
130,715
130,716
93533,1838
93533,1839
93533,1840
62977,1841
62977,1371
62977,1372
679,1842
98470,1843
78074,1844
78074,1845
106158,616
106158,96
106158,172
512,161
512,1846
69851,47
69851,1847
69851,1848
130372,1849
7087,1850
124010,273
124010,274
88987,1851
4920,1852
4920,1320
4920,1321
1482,643
1482,1853
84553,1854
84553,1855
100043,1856
100043,1857
213241,1858
88053,1859
65150,1473
65150,1474
98013,1667
61118,1860
54728,1861
85727,1862
3382,1863
3382,1864
42445,479
42445,1865
4550,1866
72462,1867
72462,1868
72462,1869
83131,1870
72039,1871
72039,1872
44317,776
1952,1873
21561,1874
58957,1875
58957,1876
64353,1877
64353,1878
46879,1879
137040,1880
63535,1881
63535,1882
63535,481
63535,1883
25065,156
25065,1884
25065,1885
25065,1886
25065,798
60839,1887
60839,1888
107365,186
107365,187
43631,1889
61746,1890
61746,1891
80707,1892
103759,1892
177,981
13093,900
13093,1893
13093,1894
39357,1895
206164,1896
126118,1897
126118,1898
985,425
985,426
18053,1899
18053,1900
18053,1901
79352,1902
4346,1903
4346,1904
96734,1905
96734,1906
129680,1907
129680,1908
129680,1909
135385,1910
135385,1911
5107,1912
5107,1913
40,1914
9894,1526
135868,1915
135868,562
83300,278
83300,1916
92926,1252
92926,215
1918,561
994,1917
994,1918
1026,696
1026,1919
1026,1920
39483,1414
82744,1921
82744,1922
102182,1923
71577,1924
71577,1925
198004,101
2418,1926
2418,1927
95941,1270
36189,1928
36189,1929
83127,47
83127,166
83127,48
70484,1930
70484,1931
70484,1932
91962,1912
91962,1913
81322,56
136308,1094
115521,1933
115521,1934
68295,269
66090,1935
66090,1936
69630,1937
129897,1938
129897,692
76874,1939
251,1940
251,1941
47699,668
113558,132
1769,258
653,1942
39361,203
16684,900
16684,901
67883,1943
67883,1944
110534,1945
110534,1946
7777,717
5,91
5,92
5,1947
6618,1948
